ID,ShortDesc,Prices,Engine,Year,Displacement,Power_kW,Horsepower,Km,PictureCount
15957064,RENAULT MEGANE CC 1.6 Authentique Plus Kitűnő állapot!!,1099000Ft,Benzin,2006/5,1598,82,111,150270,11
14749515,RENAULT MEGANE 1.5 dCi 85 DPF Dynamique,1099000Ft,Dízel,2008/8,1461,63,86,171000,12
9456110,RENAULT MEGANE 1.6 Dynamique ÚJSZERŰ!84000-KM!,1099000Ft,Benzin,2006,1598,83,113,84000,12
14920084,RENAULT MEGANE Grandtour 1.5 dCi Expression GARANCIÁS!!!,1099999Ft,Dízel,2007/4,1461,78,106,145000,12
16260034,RENAULT MEGANE Limousine 1.9 dCi Privilege,1100000Ft,Dízel,2007/3,1870,96,131,131600,6
16200012,RENAULT MEGANE 1.5 dCi 85 DPF Dynamique,1100000Ft,Dízel,2009/5,1461,63,86,214000,6
16197756,RENAULT MEGANE 1.5 dCi Advantage EDC,1100000Ft,Dízel,2012/1,1461,81,110,236476,5
16195350,RENAULT MEGANE CC 1.9 dCi Privilege,1100000Ft,Dízel,2006/7,1870,96,131,224000,5
16074560,RENAULT MEGANE CC 1.6 Authentique Plus KARMANN,1120000Ft,Benzin,2006/6,1598,82,111,140000,12
15207655,RENAULT MEGANE 1.6 Extreme GYÁRILAG BENZIN GÁZ!!! 1200 FT/100KM,"1028000Ft+Reg.adó,Fizetendő: 1128000Ft",Benzin/Gáz,2008/5,1598,82,111,144868,7
16290397,RENAULT MEGANE CC 2.0 Monaco Tempomat. Digitális Klíma,1139000Ft,Benzin,2004/12,1998,99,135,143000,12
16299402,RENAULT MEGANE Limousine 1.4 Live Magyar---135.500km---sérülésmentes,1149000Ft,Benzin,2008,1390,72,98,135500,12
16249294,RENAULT MEGANE CC 2.0 Dynamique,1149000Ft,Benzin,2005/6,1998,99,135,158354,12
16267097,RENAULT MEGANE ,1149000Ft,,,nan,nan,nan,nan,10
15926797,RENAULT MEGANE Limousine 1.6 Dynamique 141000 KM!!!,1149000Ft,Benzin,2007/4,1598,83,113,141000,10
16281651,RENAULT MEGANE 1.5 dCi TomTom,1150000Ft,Dízel,2010,1461,66,90,180000,6
16248507,RENAULT MEGANE Grandtour 1.5 dCi Authentique,1150000Ft,Dízel,2010/3,1461,63,86,288000,5
16175992,RENAULT MEGANE CC 1.9 dCi Privilege,1150000Ft,Dízel,2007/6,1870,96,131,250000,6
16223941,RENAULT MEGANE Grandtour 1.5 dCi Dynamique EDC Mo-i.Váltózár.Leinformálható!,1179000Ft,Dízel,2010/7,1461,81,110,203732,11
15977823,RENAULT MEGANE Grandtour 1.4 Extreme Első tulajdonostól.Szervizkönyv!,1180000Ft,Benzin,2009/5,1390,72,98,159597,12
16287771,RENAULT MEGANE CC 1.9 dCi Privilege,1189000Ft,Dízel,2006/1,1870,96,131,203041,12
16285448,RENAULT MEGANE Lim. 1.4 Expression,1190000Ft,Benzin,2008/4,1390,72,98,182000,6
16284259,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,1190000Ft,Dízel,2009/2,1461,78,106,234443,6
16260660,RENAULT MEGANE 1.5 dCi Dynamique,1190000Ft,Dízel,2013/3,1461,81,110,350000,3
16070763,RENAULT MEGANE Limousine 1.5 dCi Authentique 39ekm!.Újszerű.Klíma.Ködlámpa.Multikormány,1190000Ft,Dízel,2005/5,1461,60,82,39704,12
16012000,RENAULT MEGANE CC 1.6 Authentique Plus,1190000Ft,Benzin,2005/6,1598,83,113,135000,5
15940717,RENAULT MEGANE 1.5 dCi Voyage Full Extra,1190000Ft,Dízel,2007/7,1461,78,106,325000,6
15651289,RENAULT MEGANE 1.5 dCi Generation,1190000Ft,Dízel,2010/3,1461,63,86,208000,5
15611460,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,1190000Ft,Dízel,2011/10,1461,81,110,275000,5
15958652,RENAULT MEGANE 1.4 Expression Magyar. 1. tulajdonos. szervizkönyves!,1195000Ft,Benzin,2007/9,1390,72,98,92145,6
16289450,RENAULT MEGANE 1.6 Advantage,1199000Ft,Benzin,2011/7,1598,74,101,355454,12
16158332,RENAULT MEGANE Limousine 1.4 Base 70000km! MAGYARORSZÁGI!1TULAJ,1199000Ft,Benzin,2008/5,1390,72,98,70000,6
16131577,RENAULT MEGANE CC 1.5 dCi Monaco,1199000Ft,Dízel,2007/3,1461,78,106,220000,6
16026783,RENAULT MEGANE 1.5 dCi Generation +TELJESEN LESZERViZELVE+,1199000Ft,Dízel,2009/2,1461,66,90,309800,12
16026658,RENAULT MEGANE 1.9 dCi Dynamique SCENIC,1199000Ft,Dízel,2008/8,1870,96,131,205000,11
15824500,RENAULT MEGANE CC 1.9 dCi Privilege garanciával . ingyen szervízekkel,1199000Ft,Dízel,2005/4,1870,88,120,103,11
14250736,RENAULT MEGANE CC 2.0 Privilege,1199000Ft,Benzin,2005/3,1998,99,135,96000,11
16224752,RENAULT MEGANE 1.6 16V Dynamique Komfort,1199900Ft,Benzin,2005/3,1598,83,113,153000,6
16214045,RENAULT MEGANE Grandtour 1.9 dCi Privilege Márkakereskedésből!,1199999Ft,Dízel,2011/1,1870,96,131,281000,10
16157086,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,1199999Ft,Dízel,2013/1,1461,81,110,431000,12
16254423,RENAULT MEGANE Grandtour 2.0 TCe Dynamique,1200000Ft,Dízel,2008,1998,132,179,370,0
16156768,RENAULT MEGANE EXPRESSION 1.6i,1200000Ft,Benzin,2008/8,1598,82,111,176818,6
16151137,RENAULT MEGANE Grandtour 1.5 dCi Expression,1200000Ft,Dízel,2009/5,1461,76,103,167045,4
15186392,RENAULT MEGANE Grandtour 1.9 dCi Privilege EURO5,1200000Ft,Dízel,2009/12,1870,96,131,261000,5
16203727,RENAULT MEGANE 1.6 Authentique,"1200000Ft+Reg.adó,Fizetendő: 1218500Ft",Benzin,2011/1,1598,74,101,196000,5
16283507,RENAULT MEGANE CC 1.9 dCi Dynamique SZERVIZKÖNYV.BŐR.ÜVEG TETŐ,1249000Ft,Dízel,2008/2,1870,96,131,174000,12
16093417,RENAULT MEGANE CC 1.9 dCi Dynamique Remek Állapot !,1249000Ft,Dízel,2007/3,1870,96,131,175838,12
16072661,RENAULT MEGANE 1.5 dCi Privilege,1249000Ft,Dízel,2009,1461,78,106,198295,6
16227426,RENAULT MEGANE 1.6 Privilege,1250000Ft,Benzin,2008,1598,82,111,154000,5
16218060,RENAULT MEGANE 1.6 Privilege sport,1250000Ft,Benzin,2007/1,1598,83,113,160000,5
16204018,RENAULT MEGANE Grandtour 1.5 dCi Authentique,1250000Ft,Dízel,2010/10,1461,66,90,288769,5
16090380,RENAULT MEGANE Coupe 2.0 16V F7R,1250000Ft,Benzin,1998,1998,108,147,178000,12
16116785,RENAULT MEGANE CC 1.9 dCi Privilege Magánszemélytől,1250000Ft,Dízel,2004/10,1870,88,120,185000,6
16098082,RENAULT MEGANE 1.6 Monaco Grandtour,1250000Ft,Benzin,2009/2,1598,82,111,146500,6
15785675,RENAULT MEGANE Cabrio-Limousine,1250000Ft,Benzin,2008,1598,82,111,105154,6
16202470,RENAULT MEGANE CC 1.6 Dynamique,1270000Ft,Benzin,2006/6,1598,82,111,149700,12
16285172,RENAULT MEGANE Grandtour 1.5 dCi Expression,"1250000Ft+Reg.adó,Fizetendő: 1290000Ft",Dízel,2011/10,1461,66,90,205000,6
16137522,RENAULT MEGANE Grandtour 1.5 dCi Authentiqu,1290000Ft,Dízel,2012/10,1461,66,90,226000,6
16264451,RENAULT MEGANE CC 1.6 Dynamique TEMPOMAT+DIG.KLÍMA!!,1299000Ft,Benzin,2008/2,1598,82,111,138652,12
16258859,RENAULT MEGANE Grandtour 1.6 Extreme FRISS MŰSZAKI!,1299000Ft,Benzin,2009/5,1598,77,105,175653,5
16148960,RENAULT MEGANE CC 1.6 Privilege BŐRKÁRPIT 17-ES ALU,1299000Ft,Benzin,2008/9,1598,82,111,190000,12
16133246,RENAULT MEGANE 1.6 Privilege,1299000Ft,Benzin,2007/4,1598,82,111,210000,6
15927796,RENAULT MEGANE CC 2.0 Privilege GARANCIÁVAL,1299000Ft,Benzin,2003/12,1998,99,135,192043,12
13302727,RENAULT MEGANE 1.6 Dynamique,1299000Ft,Benzin,2007/5,1598,82,111,236783,6
16279270,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,1299990Ft,Dízel,2010/5,1461,78,106,280000,4
16262389,RENAULT MEGANE Grandtour 1.6 Authentique Egyszerű benzines motor,1299999Ft,Benzin,2012/2,1598,74,101,207659,11
16159143,RENAULT MEGANE 2.0 dCi GT GT Limited Edition!!,1299999Ft,Dízel,2008/8,1995,110,150,212500,11
16285021,RENAULT MEGANE 1.5 dCi Advantage Combi,1300000Ft,Dízel,2012/1,1461,66,90,253800,4
16036434,RENAULT MEGANE 1.5 dCi Dynamique,1347000Ft,Dízel,2011/5,1461,81,110,285940,10
16299533,RENAULT MEGANE CC 2.0 Privilege,1349000Ft,Benzin,2008/2,1998,99,135,131199,6
16236576,RENAULT MEGANE 1.5 dCi Advantage,1350000Ft,Dízel,2011/3,1461,81,110,265000,5
16194629,RENAULT MEGANE 1.4 16V Authentique,1350000Ft,Benzin,2002/8,1390,70,95,61908,6
16180970,RENAULT MEGANE 1.6 Dynamique,1350000Ft,Benzin/Gáz,2009/11,1598,81,110,270000,5
15824751,RENAULT MEGANE 1.5 dCi 105 DPF Extreme,1350000Ft,Dízel,2010/8,1461,78,106,272000,6
15778227,RENAULT MEGANE 1.5 dCi Advantage,1350000Ft,Dízel,2012/11,1461,66,90,278630,6
16263895,RENAULT MEGANE 1.6 16V GRANDTOUR MONACO,1367000Ft,Benzin,2008/7,1598,82,111,109796,11
16273424,RENAULT MEGANE CC 1.6 Dynamique,1379000Ft,Benzin,2008/1,1598,82,111,124876,10
16273284,RENAULT MEGANE Grandtour 1.6 Extreme,1390000Ft,Benzin,2008/2,1598,82,111,172600,12
16228192,RENAULT MEGANE Grandtour 1.6 Dynamique,1390000Ft,Benzin,2009/5,1598,81,110,91811,5
16208745,RENAULT MEGANE 1.5 dCi Advantage,1390000Ft,Dízel,2011/10,1461,81,110,171789,5
16196868,RENAULT MEGANE 1.5 dCi Business Start&Stop,1390000Ft,Dízel,2013/12,1461,81,110,193774,6
16283805,RENAULT MEGANE CC 2.0 dCi Exception Gyári Navi! Tempomat! Bőr!,1399000Ft,Dízel,2009/6,1995,110,150,184000,12
16196411,RENAULT MEGANE Grandtour 1.5 dCi Advantage,1399000Ft,Dízel,2013/4,1461,66,90,169492,6
16194025,RENAULT MEGANE CC 2.0 Monaco (Automata) 140900KM! Gyönyörű állapot!!,1399000Ft,Benzin,2007/10,1998,99,135,140900,6
16143650,RENAULT MEGANE 1.6 Expression S.MENTES V.SZ.KÖNYV KLÍMA ABS TEMPOMAT 145E KM,1399000Ft,Benzin,2008/12,1598,74,101,145000,6
16216164,RENAULT MEGANE CC 2.0 Privilege BŐRKÁRPIT. ALUFELNI.TEMPOMAT!!!!,1399999Ft,Benzin,2007/7,1998,99,135,136210,12
16116118,RENAULT MEGANE 1.5 dCi TomTom DIGIT KLÍMA. TEMPOMAT.6 SEBESSÉGES,1399999Ft,Dízel,2010/4,1461,78,106,184500,12
16297779,RENAULT MEGANE Grandtour 1.5 dCi Advantage,1449000Ft,Dízel,2013/9,1461,81,110,258181,6
16161779,RENAULT MEGANE Grandtour 1.6 100 Expression,1449000Ft,Benzin,2009/10,1598,74,101,255000,6
16282369,RENAULT MEGANE Limousine 1.6 Voyage,1450000Ft,Benzin,2006/11,1598,82,111,139500,6
16075206,RENAULT MEGANE 1.5 dCi Privilege Grandtour,1450000Ft,Dízel,2008,1461,78,106,178000,6
16288203,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,1475000Ft,Dízel,2009/3,1461,78,106,199000,10
16245091,RENAULT MEGANE 1.5 dCi TomTom,1475000Ft,Dízel,2011/1,1461,81,110,204375,5
16287519,RENAULT MEGANE Grandtour 1.5 dCi Privilege MAGYARORSZÁGI VEZETETT SZERVIZKÖNYVES!!,1490000Ft,Dízel,2010/3,1461,78,106,191656,12
16264863,RENAULT MEGANE Grandtour 1.5 dCi Authentiqu MO-I. KLÍMA.TEMPOMAT,1490000Ft,Dízel,2012/3,1461,66,90,206577,11
16254546,RENAULT MEGANE 1.5 dCi Dynamique,1490000Ft,Dízel,2009,1461,78,106,178079,4
16198038,RENAULT MEGANE CC 2.0 Privilege,1490000Ft,Benzin,2007/4,1998,99,135,204100,6
16167684,RENAULT MEGANE Grandtour 1.5 dCi Advantage KLÍMA!TEMPOMAT!,1490000Ft,Dízel,2013,1461,66,90,156925,11
15959809,RENAULT MEGANE Grandtour 1.5 dCi Advantage,1490000Ft,Dízel,2013/10,1461,81,110,166700,11
15782717,RENAULT MEGANE 1.4 TCe Dynamique,1490000Ft,Benzin,2009/7,1397,96,131,204061,12
15637926,RENAULT MEGANE Grandtour 1.5 dCi Authentique 1 ÉV GARANCIA! FRISS MŰSZAKI!,1490000Ft,Dízel,2010/6,1461,63,86,139500,12
16166650,RENAULT MEGANE Grandtour 1.6 Dynamique 110Le.Limited.Klíma,1498000Ft,Benzin,2009/10,1598,81,110,214550,12
16260608,RENAULT MEGANE 1.5 DCI FRISS NAGY SZERVIZ.TULAJDONOSTÓL,1499000Ft,Dízel,2011/8,1500,66,90,202000,6
16016023,RENAULT MEGANE 1.5 dCi Advantage GT-Line Euro 5,"1480000Ft+Reg.adó,Fizetendő: 1499000Ft",Dízel,2011/2,1461,81,110,257000,6
15978869,RENAULT MEGANE 1.5 dCi Expression Csere-Hitel-Beszámítás!,1499000Ft,Dízel,2010/4,1461,63,86,267000,11
16284097,RENAULT MEGANE 1.4 TCe Privilege Gt line,1499999Ft,Benzin,2010/11,1397,96,131,232000,6
16275559,RENAULT MEGANE 1.5 dCi 105 DPF Dynamique,1500000Ft,Dízel,2010/12,1461,78,106,222199,6
16225711,RENAULT MEGANE 1.5 dCi Expression EDC,1500000Ft,Dízel,2010/5,1461,81,110,280000,5
16204999,RENAULT MEGANE CC 1.6 Dynamique,1500000Ft,Benzin,2005/2,1598,83,113,220000,2
15030590,RENAULT MEGANE Limousine 1.6 Privilege,1500000Ft,Benzin,2004,1598,83,113,72765,6
16198437,RENAULT MEGANE 1.5 dCi Advantage,1510000Ft,Dízel,2011/5,1461,81,110,235000,6
16156506,RENAULT MEGANE Grandtour 1.5 dCi Expression SZERVIZELT!MŰSZAKILAG 100%-OS.LEINFORMÁLHATÓ FUTÁSTELJESÍTMÉNY!PLUSZ TÉLI KERÉK,1529000Ft,Dízel,2013/10,1461,81,110,239560,12
16129012,RENAULT MEGANE 1.6 Authentique,1549000Ft,Benzin,2009/12,1598,74,101,155589,12
15834934,RENAULT MEGANE 1.5 dCi Advantage,1550000Ft,Dízel,2011/10,1461,66,90,190000,3
15425694,RENAULT MEGANE Grandtour 1.5 dCi Dynamique EDC,1550000Ft,Dízel,2011/4,1461,81,110,270000,6
16288796,RENAULT MEGANE 2.0 Privilege (Automata) cc coupe,1580000Ft,Benzin,2004/10,1998,99,135,114356,6
16272101,RENAULT MEGANE 1.6 Generation Friss Műszakival.Frissen Szervizelve.Megkímélt,1589000Ft,Benzin,2010/9,1598,74,101,167500,0
16295496,RENAULT MEGANE 1.6 Expression,1590000Ft,Benzin,2010/1,1598,74,101,98000,4
16214618,RENAULT MEGANE 1.6 Generation Mo-i 1 Tulaj !,1590000Ft,Benzin,2011/5,1598,74,101,166000,11
16238396,RENAULT MEGANE 1.6 Generation Authentique NAVI. TEMPOMAT. 1 ÉV GARANCIA!!!,1590000Ft,Benzin,2011/7,1598,74,101,131000,12
15323512,RENAULT MEGANE Grandtour 1.6 Expression MŰSZAKILAG BEVIZSGÁLT HIBAMENTES AUTÓ !!!!,1590000Ft,Benzin,2009/5,1598,82,111,134568,5
13671949,RENAULT MEGANE Grandtour 1.5 dCi Dynamique 201Ekm!Magyar.vez.szervízkönyv,1590000Ft,Dízel,2013/10,1461,81,110,201687,12
16200974,RENAULT MEGANE Grandtour 1.5 dCi Expression,1599000Ft,Dízel,2012/2,1461,66,90,213000,6
16110629,RENAULT MEGANE 1.6 Authentique,1599000Ft,Benzin,2010/4,1598,74,101,124000,7
16097835,RENAULT MEGANE Grandtour 1.5 dCi Privilege,1599000Ft,Dízel,2011/5,1461,81,110,147541,11
15824912,RENAULT MEGANE 1.6 Generation Napi használatra!,1599000Ft,Benzin,2009/9,1598,74,101,124122,12
15136206,RENAULT MEGANE 1.4 TCe Dynamique,1599000Ft,Benzin,2010/5,1397,96,131,198036,6
16268870,RENAULT MEGANE 1.5 dCi Expression 194000KM!!SZÉP ÁLLAPOT!!!,1599999Ft,Dízel,2010/2,1461,81,110,194000,12
16176816,RENAULT MEGANE 1.6 Expression Megbizható Benzines!!,1599999Ft,Benzin,2009/4,1598,74,101,179700,12
16130414,RENAULT MEGANE Grandtour 1.5 dCi Privilege,1600000Ft,Dízel,2010/8,1461,78,106,312000,6
16290844,RENAULT MEGANE 1.6 Advantage,1630000Ft,Benzin,2011/9,1598,74,101,147000,6
16274386,RENAULT MEGANE Grandtour 1.6 TomTom Mo-i! Gyári navigáció! Téli-nyárigumi!,1649000Ft,Benzin,2010/7,1598,81,110,210056,12
16273511,RENAULT MEGANE 1.5 dCi Dynamique Coupe GT Sport!0FT-TÓL!!!,1649000Ft,Dízel,2010/10,1461,81,110,144860,12
16295324,RENAULT MEGANE 1.6 Dynamique Névre írva!,1650000Ft,Benzin,2009/6,1598,81,110,195000,12
16290228,RENAULT MEGANE Grandtour 1.5 dCi Expression DIGITklíma-NAVI-TEMPOMAT-ESP-6xAirbag,1650000Ft,Dízel,2011/1,1461,66,90,182000,12
16268040,RENAULT MEGANE 1.5 dCi Advantage KILOMÉTER GARANCIA!!!AKÁR 1 ÉV MŰSZAKI GARANCIÁVAL!!!,1650000Ft,Dízel,2012/1,1461,81,110,198600,12
16227551,RENAULT MEGANE CC 2.0 Privilege (Automata),1650000Ft,Benzin,2006/4,1998,99,135,177500,6
15867284,RENAULT MEGANE Grandtour 1.5 dCi Privilege,1650000Ft,Dízel,2010/6,1461,81,110,209000,6
16198622,RENAULT MEGANE 1.6 Dynamique SZERVIZKÖNYV/HOROG/KLÍMA,1659900Ft,Benzin,2011/7,1598,81,110,108000,12
16295384,RENAULT MEGANE 1.5 dCi Energy Business,1675000Ft,Dízel,2014/8,1461,81,110,235000,5
16288649,RENAULT MEGANE 1.6 Authentique,1675000Ft,Benzin,2010/6,1598,74,101,134000,11
16291541,RENAULT MEGANE 1.4 Expression Eredeti Magyar + Full Service + Ajándék 1 év GARANCIA !!,1685000Ft,Benzin,2009/11,1390,72,98,190000,12
16297270,RENAULT MEGANE 1.6 Dynamique garanciával . ingyen szervízekkel,1690000Ft,Benzin,2010/6,1598,81,110,190,9
16251867,RENAULT MEGANE 1.6 Generation MAGYARORSZÁGI! GARANTÁLT 177e Km!,1690000Ft,Benzin,2011/9,1598,74,101,177394,12
16184150,RENAULT MEGANE Grandtour 1.5 dCi Advantage ÁFÁS-ÁR!!,1690000Ft,Dízel,2013/10,1461,66,90,231100,12
16165532,RENAULT MEGANE Grandtour 1.5 dCi Privilege NAVI-TEMPOMAT-RADAR,1690000Ft,Dízel,2010/4,1461,78,106,134000,6
16090863,RENAULT MEGANE 1.5 dCi Dynamique Kecskeméten,1690000Ft,Dízel,2012,1461,81,110,137932,6
15800322,RENAULT MEGANE 1.5 dCi Advantage Grand,1690000Ft,Dízel,2011/7,1461,81,110,190000,6
15733184,RENAULT MEGANE 1.5 dCi Dynamique EDC 2 ÉV GARANCIA!!!,1690000Ft,Dízel,2013/7,1461,81,110,236232,12
15641854,RENAULT MEGANE 1.5 dCi Dynamique,1690000Ft,Dízel,2011/6,1461,81,110,208345,12
15095694,RENAULT MEGANE 1.6 Dynamique garanciával . ingyen szervízekkel,1690000Ft,Benzin,2010/6,1598,81,110,197,12
16293058,RENAULT MEGANE 1.9 dCi Dynamique EURO5 MAGYAR O.-I ! XENON. TEMPOMAT,1696000Ft,Dízel,2011/2,1870,96,131,220386,11
16285723,RENAULT MEGANE 1.5 dCi Expression Megkímélt állapot!,1699000Ft,Dízel,2010/7,1461,66,90,145000,6
16263477,RENAULT MEGANE 1.6 Authentique,1699000Ft,Benzin,2009/4,1598,74,101,155141,12
16207396,RENAULT MEGANE 1.5 dCi Expression GT LINE GYÁRI SPORTPAKETT!,1699000Ft,Dízel,2012/4,1461,81,110,234000,12
16188415,RENAULT MEGANE 1.6 Expression,1699000Ft,Benzin,2009/4,1598,74,101,98300,12
16106273,RENAULT MEGANE 1.6 Authentique Szervízkönyv,1699000Ft,Benzin,2010/1,1598,74,101,157000,12
15946117,RENAULT MEGANE Grandtour 1.6 100 Authentique / Friss szervíz / Költségmentes állapot,1699999Ft,Benzin,2009/12,1598,74,101,140100,5
15927191,RENAULT MEGANE Grandtour 1.5 dCi Advantage Részletre is,1699999Ft,Dízel,2012/2,1461,81,110,198715,6
16279866,RENAULT MEGANE 1.5 dCi Dynamique,1700000Ft,Dízel,2011/2,1461,81,110,139000,6
16276385,RENAULT MEGANE CC 2.0 Privilege,1700000Ft,Benzin,2007/7,1998,99,135,151000,6
16239699,RENAULT MEGANE 1.4 TCe Dynamique,1700000Ft,Benzin,2011/4,1397,96,131,110000,6
16280363,RENAULT MEGANE Grandtour 1.5 dCi Expression,1750000Ft,Dízel,2014/2,1461,70,95,146914,6
16240616,RENAULT MEGANE 1.5 dCi Authentique,1750000Ft,Dízel,2013,1461,66,90,146326,5
16176749,RENAULT MEGANE Grandtour 1.5 dCi Business,1750000Ft,Dízel,2014/10,1461,81,110,256561,6
16033591,RENAULT MEGANE 2.0 dCi FAP Privilege,1750000Ft,Dízel,2010/1,1995,118,160,156000,6
15387846,RENAULT MEGANE 1.5 dCi Dynamique,1750000Ft,Dízel,2009/5,1461,81,110,152910,6
16200612,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,1780000Ft,Dízel,2012/7,1461,81,110,185950,9
16271318,RENAULT MEGANE 1.5 dCi Advantage,1790000Ft,Dízel,2013/4,1461,81,110,174000,9
15962439,RENAULT MEGANE 1.9 dCi Privilege,1790000Ft,Dízel,2009/7,1870,96,131,280000,12
15638649,RENAULT MEGANE 1.5 dCi Business 0%-tól elvihető!!!!,1790000Ft,Dízel,2014/11,1461,81,110,188000,6
14848740,RENAULT MEGANE 1.6 Advantage MEGKÍMÉLT SZÉP!5AJTÓS!KLÍMÁS!!SZERVIZKÖNYVES!!,1790000Ft,Benzin,2011/6,1598,74,101,142000,10
14806575,RENAULT MEGANE 1.4 TCe Dynamique,1790000Ft,Benzin,2009/7,1397,96,131,190000,4
16230829,RENAULT MEGANE 1.5 dCi Advantage MAGYAR! 91.399 KM!,1798000Ft,Dízel,2011/11,1461,66,90,91399,12
16167450,RENAULT MEGANE Grandtour 1.5 dCi Dynamique NAVI - KARAMBOLMENTES - SZERVIZKÖNYVES!!!,1798000Ft,Dízel,2010/9,1461,81,110,178885,12
16301910,RENAULT MEGANE Grandtour 1.5 dCi Expression 88000km Navigáció,1799000Ft,Dízel,2013/3,1461,81,110,88000,10
16289880,RENAULT MEGANE 1.6 Dynamique,1799000Ft,Benzin,2011/4,1598,81,110,178123,11
14921717,RENAULT MEGANE Grandtour 1.5 dCi Expression garanciával . ingyen szervízekkel,1799000Ft,Dízel,2012/7,1461,66,90,199,9
12331853,RENAULT MEGANE 1.5 dCi Expression SZERVIZKÖNYV.ELSŐ TULAJDONOSTÓL.EURO 5-ÖS KIVITEL!!,1799000Ft,Dízel,2009/9,1461,66,90,90000,12
16174219,RENAULT MEGANE 1.6 Expression Coupe. Üvegtetős!,1825000Ft,Benzin,2009/12,1598,81,110,130000,6
16299343,RENAULT MEGANE 1.5 dCi Limited Első tulajdonostól!,1840000Ft,Dízel,2015/3,1461,81,110,248000,6
16261679,RENAULT MEGANE 1.4 TCe Dynamique Magyarországi-Végig RENAULT-ban szervizelt!-1 tulajdonos-TEMPOMAT-Digit.klíma,1845000Ft,Benzin,2011/7,1397,96,131,183000,12
15862916,RENAULT MEGANE 1.6 Advantage SZERVIZSZÁMLÁKKAL!,1849000Ft,Benzin,2011/8,1598,74,101,148500,5
15777850,RENAULT MEGANE Grandtour 1.5 dCi Dynamique Navi! Vonóhorog! Digitklíma! Tempomat! 140 e km! Leinformálható!,1849000Ft,Dízel,2012/6,1461,81,110,140547,12
16298135,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,1850000Ft,Dízel,2013/5,1461,81,110,130000,6
16102124,RENAULT MEGANE 1.5 dCi Advantage,1850000Ft,Dízel,2012/12,1461,81,110,183500,6
14753021,RENAULT MEGANE 1.4 TCe Dynamique Digitklíma.ABS.Tempomat,1850000Ft,Benzin,2010/6,1397,96,131,142000,6
13023231,RENAULT MEGANE 1.5 dCi Advantage Taxi hitel,1850000Ft,Dízel,2013/5,1461,81,110,170000,1
16290891,RENAULT MEGANE Grandtour 1.5 dCi Dynamique SÉRÜLÉSMENTES! GARANTÁLT KM!,1885000Ft,Dízel,2013/11,1461,81,110,174600,9
16242329,RENAULT MEGANE 1.6 Authentique,1890000Ft,Benzin,2010/5,1598,74,101,102902,12
16206776,RENAULT MEGANE 1.5 dCi TomTom Sport,1890000Ft,Dízel,2011/6,1461,81,110,158000,10
16184371,RENAULT MEGANE 1.4 TCe Dynamique BOSE/ NAVI,1890000Ft,Benzin,2011/2,1397,96,131,120000,6
16135617,RENAULT MEGANE 1.9 dCi Privilege,1890000Ft,Dízel,2009/10,1870,96,131,162800,6
16086300,RENAULT MEGANE 1.6 Expression,1890000Ft,Benzin,2012/1,1598,74,101,160573,5
16022982,RENAULT MEGANE 1.9 dCi Monaco GP,1890000Ft,Dízel,2010/6,1870,96,131,228000,6
15987571,RENAULT MEGANE 1.6 Expression,1890000Ft,Benzin,2011/3,1598,74,101,91463,9
15503302,RENAULT MEGANE 1.5 dCi Limited 1.TULAJ.KLIMA.TEMPOMAT.RADAR.GYÖNGYHÁZFEHÉR,1890000Ft,Dízel,2015/6,1461,81,110,197000,6
14133085,RENAULT MEGANE 1.5 dCi Advantage NAVI.KLIMA.6XLÉGZSÁK,1890000Ft,Dízel,2013/8,1461,66,90,235000,6
16119376,RENAULT MEGANE Grandtour 1.6 TomTom,1898000Ft,Benzin,2010/4,1598,81,110,127000,6
16261766,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,1899000Ft,Dízel,2011/11,1461,81,110,220000,6
16207713,RENAULT MEGANE 1.6 Expression M.O.-i.1tulaj.Sz.könyv,1899000Ft,Benzin,2012/7,1598,81,110,181000,12
16164631,RENAULT MEGANE 1.5 dCi Expression GT-LINE. EGYEDI MEGJELENÉS! 92.000 km!,1899999Ft,Dízel,2011/8,1461,81,110,92154,12
16225166,RENAULT MEGANE 2.0 dCi FAP Privilege,1900000Ft,Dízel,2010/10,1995,118,160,290000,3
16118607,RENAULT MEGANE 1.5 dCi Advantage,1900000Ft,Dízel,2011/12,1461,81,110,107168,6
15758974,RENAULT MEGANE Grandtour 1.5 dCi Authentiqu NAVI.KLIMA.TOLATÓRADAR,1930000Ft,Dízel,2013/10,1461,66,90,248000,6
16231968,RENAULT MEGANE 1.5 dCi Business,1950000Ft,Dízel,2012/12,1461,66,90,220000,5
16132110,RENAULT MEGANE 1.5 dCi Business Start&Stop,1950000Ft,Dízel,2014/7,1461,81,110,274000,5
15409523,RENAULT MEGANE 1.6 Generation Authentique,1950000Ft,Benzin,2011/12,1598,74,101,132000,6
16280136,RENAULT MEGANE Grandtour 1.5 dCi Dynamique,1990000Ft,Dízel,2014/6,1461,81,110,210500,6
